Cancion;Nombre Album;Artista;Fecha de lanzamiento;Codigo de grabacion;Ranking historico;Spotify Streams;Spotify Playlist Count;Busquedas en Spotify;Spotify Popularity;YouTube Views;YouTube Likes;TikTok Posts;TikTok Likes;TikTok Views;YouTube Playlist Reach;Apple Music Playlist Count;Amazon Playlist Count;Soundcloud Streams;;;;;
ANDO;ANDO;Jere Klein;9/27/2023;QMDA72363047;122;292,789,738;28,591;30,905,957;72;406,307,035;809,942;1,900,606;68,341,852;872,862,858;1,969,191,415;11;1;;;;;;
First Class;First Class;Jack Harlow;4/8/22;USAT22203024;123;818,858,244;223,609;49,586,777;71;231,229,581;2,756,840;1,610,614;624,748,318;6,890,780,336;3,849,170,813;148;77;24,111,168;;;;;
FE!N;UTOPIA;Travis Scott;7/28/2023;USSM12305010;124;659,010,786;129,923;93,969,186;86;125,203,447;1,990,342;22,1;13,787,343;107,398,826;244,390,161;87;38;14,942,955;;;;;
Save Your Tears - Live;After Hours (Live At SoFi Stadium);The Weeknd;3/3/23;USUG12301493;125;3,913,988;545;1,054,122;40;1,577,017,938;9,304,666;;;;2,651,764,724;;;;;;;;
Losing Interest - Original Mix;Losing Interest (Original);Goovex;6/10/24;CA5KR2465999;126;126,247,886;5;5,973;1;;;;;;;;;;;;;;
I Ain't Worried;"I Ainï¿½ï¿½ï¿½t Worried (Music From The Motion Pi""Top Gun: Maverick"")";OneRepublic;5/13/2022;USUM72206227;127;1,607,421,145;212,406;160,444,270;83;409,785,349;3,326,477;247,865;155,593,087;1,825,552,705;2,563,240,162;267;75;;;;;;
MI EX TENï¿½ï¿½A RA;MAï¿½ï¿½ANA SERï¿½ï¿½ BONITO (BICHOTA;KAROL G;8/10/23;USUG12305253;128;438,796,949;23,959;34,805,394;78;509,727,241;2,202,866;1,223,804;46,080,266;782,582,119;1,337,889,706;56;38;62,622;;;;;
Drained of Color;Drained of Color;Exhumed;8/30/2022;US2642250302;129;158,627;635;18,765;16;2,156,140,830;;9;422;4,484;1,318,392;;;;;;;;
Mood (feat. iann dior);Mood (feat. Iann Dior);24kGoldn;7/24/2020;USQX92003025;130;1,867,736,006;302,486;82,611,625;76;747,126,783;10,795,292;2,467,227;160,756,733;1,768,836,179;2,069,527,154;329;85;40,756,476;;;;;
Dynamite;Dynamite;BTS;8/21/2020;QM7282022872;131;1,872,577,908;144,619;51,186,002;74;2,638,957,320;62,311,179;3,098,499;662,794,945;5,063,720,138;2,199,001,119;323;98;;;;;;
Looking Like a Wow End of Year 2023;Looking Like a Wow;WasteLand;12/10/23;GXBAV2381801;132;8,327;3;8;;;;4,200,000;3,646,489;73,318,253;;;;;;;;;
Someone You Loved;Breach;Lewis Capaldi;11/8/18;DEUM71807062;133;3,427,498,835;338,763;160,553,919;82;2,153,701,892;20,891,433;1,940,473;212,007,614;2,161,032,034;2,333,853,734;408;110;;;;;;
Acrï¿½ï¿½s;Acrï¿½ï¿½stico - Si;Shakira;5/11/23;USQX92302824;134;230,849,195;23,091;12,233,221;64;363,082,908;5,135,848;4,897,595;104,580,759;1,551,501,289;150,614,267;49;33;;;;;;
Made You Look;Takin' It Back;Meghan Trainor;10/21/2022;USSM12204574;135;720,720,922;74,295;89,509,926;77;221,078,988;2,557,839;4,687,520;1,252,326,407;15,247,253,457;718,932,832;108;59;;;;;;
PHONK BRASILEIRO FRESCO (Slowed + Reverb);PHONK BRASILEIRO FRESCO;DJ MOIGUS;6/22/2023;QZMEQ2306756;136;1,378,494;351;43,395;34;1,022,331;22,739;7,702,832;90,289,248;1,272,592,848;;;;;;;;;
"Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]";"Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]";Shreya Ghoshal;5/29/2024;INS182401602;137;2,827,545;62;1,433,870;;54,330,074;801,621;;;;;;10;;;;;;
vampire;vampire;Olivia Rodrigo;6/30/2023;USUG12304091;138;998,964,097;90,793;87,801,398;18;113,450,524;2,108,657;394,64;152,624,014;1,448,207,880;1,111,017,294;173;128;4,296,515;;;;;
Casca de Bala;A Cara das Vaquejadas 3.0;Thullio Milionï¿½ï¿;3/1/24;BCAEW2400001;139;37,157,630;2,052;30,387,641;74;63,418,833;427,441;1,600,000;853,176;8,850,449;149,589,609;11;11;;;;;;
Back;Back;LOLA;8/3/22;UKQNV2100272;140;48,428;92;15,747;3;2,123,978,358;5,670,850;111;102,828;735,317;;;;;;;;;
People;People - Single;Libianca;12/5/22;QZTB52268087;141;631,955,547;121,823;45,030,006;74;305,998,382;2,647,341;3,168,854;243,797,561;3,233,505,931;704,906,130;145;54;8,026,553;;;;;
Jedag Jedug Capcut 2024;Jedag Jedug Capcut 2024;Afrian Af;1/5/24;ATR981312465;142;;1;47;;;;3,528,100;37,591,836;688,302,023;;;;;;;;;
Lady Killers II (Christoph Andersson Remix);Lady Killers II (Christoph Andersson Remix);G-Eazy;3/17/2024;TCAIA2495220;143;94,635,338;10,537;11,716,074;;944,314;17,943;1,300,000;182,937,084;1,542,242,100;;13;8;;;;;;
I Don't Wanna Wait;I Don't Wanna Wait;David Guetta;4/5/24;UKWLG2400013;144;114,574,238;10,564;180,987,712;84;9,134,225;124,326;299;4,419,373;79,796,400;3,117,914;87;133;422,718;;;;;
Abc;Abc;J Ross;2/14/2023;CLLU22300585;145;31,867;5;5,1;1;1,538,564,650;2,066,653;;;;;;;;;;;;
La Bachata;La Bachata;Manuel Turizo;5/26/2022;QZDYA1800087;146;1,721,045,197;156,941;97,122,096;81;798,827,877;3,379,928;1,614,275;209,367,923;2,596,777,974;420,585,933;142;133;;;;;;
ýýýýýýýýýýýýýýýýýýýýý;ýýýýýýýýýýýýýýýýýýýýý;FLI:P;4/7/23;FRX282306294;147;8,028,757;1,972;488,653;44;48,533,758;399,664;8,800,000;256,186,613;3,985,974,550;6,879,573;1;;;;;;;
Peaches (feat. Daniel Caesar & Giveon);Justice;Justin Bieber;3/19/2021;USUM72102636;148;1,612,286,123;282,719;97,390,961;74;1,019,256,266;10,280,320;1,404,274;502,778,982;4,702,037,810;2,889,452,237;348;90;;;;;;
Don't Start Now;Don't Start Now;Dua Lipa;10/31/2019;GBAHT1901121;149;2,607,121,959;270,23;143,953,432;78;1,201,600,884;10,239,198;4,725,570;414,013,363;3,535,661,993;2,374,637,534;581;118;;;;;;
Lucid Dreams;Lucid Dreams;Juice WRLD;5/4/18;USUG11800685;150;2,548,389,305;339,306;75,858,140;78;987,143,411;9,384,427;1,900,813;44,442,433;338,071,383;274,498,079;153;36;257,459,352;;;;;
PROVENZA;PROVENZA;KAROL G;4/22/2022;USUM72205906;151;1,185,929,926;103,026;64,847,502;76;1,229,843,060;5,870,729;1,300,337;251,445,963;2,829,294,043;763,687,717;115;90;;;;;;
WAP (feat. Megan Thee Stallion);WAP (feat. Megan Thee Stallion);Cardi B;8/7/20;USAT22005111;152;1,325,725,696;171,255;53,040,559;72;1,329,826,741;15,965,491;8,470,921;1,183,499,351;9,539,547,626;181,452,145;222;50;;;;;;
SPOT!;SPOT!;ZICO;4/26/2024;USA2P2421932;153;77,757,035;3,407;35,428,519;81;100,148,771;2,531,168;99,9;46,645,177;366,905,484;24,981,456;27;20;;;;;;
Family Matters;Family Matters;Drake;5/3/24;USUG12402984;154;72,335,127;8,696;36,774,031;86;41,492,122;1,034,563;;;;166,330,702;38;60;2,401,049;;;;;
Again;Missing;Kurochuu;6/9/24;CA5KR2466577;155;136,237,285;2;2,19;2;;;;;;;;;;;;;;
Seven (feat. Latto) (Explicit Ver.);Seven (feat. Latto);Jung Kook;7/14/2023;USA2P2330093;156;1,673,557,134;54,95;91,343,768;80;397,523,735;10,125,293;341,522;114,990,786;761,760,624;1,800,517,153;86;56;;;;;;
Last Night;3 Songs At A Time Sampler;Morgan Wallen;1/31/2023;USUG12300802;157;922,010,059;107,189;61,174,155;79;141,852,059;567,295;285,414;61,112,010;811,685,466;182,412,108;106;38;13,022,144;;;;;
Too Sweet;Unreal Unearth: Unheard;Hozier;3/22/2024;IEACJ2300335;158;532,012,790;22,396;130,752,527;85;13,119,247;218,957;;;;;235;108;119,813;;;;;
Bad Habits;#NAME?;Ed Sheeran;1/1/20;GBAHS2100318;159;1,754,311,538;271,758;62,218,811;74;958,790,883;7,686,994;1,036,355;225,139,300;2,658,904,267;3,526,952,174;454;136;17,144,484;;;;;
QLONA;MAï¿½ï¿½ANA SERï¿½ï¿½ BONITO (BICHOTA;KAROL G;8/10/23;USUG12305257;160;850,810,162;56,104;79,334,561;82;258,553,384;1,174,349;1,167,300;58,820,722;717,259,721;590,681,204;72;83;;;;;;
Leave The Door Open;Leave The Door Open;Bruno Mars;3/5/21;USAT22100906;161;1,312,168,384;248,793;50,068,571;75;993,324,548;9,537,455;1,503,567;369,280,607;3,350,704,343;2,421,128,623;308;103;;;;;;
ýýýýýýýýýýýýýýýýýý;ýýýýýýýýýýýýýýý 3ýýýýýý ýýýýýýýýýýýýýýý;ýýýýýýýýýýýýýýý(ýýýýýýýýýýýýýýý);1/5/22;JPKI02118106;162;548,408;130;20,518;24;1,356,336;17,701;18,000,000;334,009,036;7,041,708,832;;1;;;;;;;
good 4 u;good 4 u;Olivia Rodrigo;5/14/2021;USUG12101245;163;2,167,768,056;309,421;72,787,213;79;773,591,065;11,098,007;1,893,481;1,080,682,523;8,186,754,429;2,285,796,743;355;102;19,263,268;;;;;
bad guy;WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?;Billie Eilish;3/29/2019;USUM71900764;164;2,516,804,300;296,739;113,315,017;76;1,779,243,626;26,239,833;3,774,645;177,247,662;1,409,756,969;2,066,888,119;432;174;;;;;;
Seï¿½ï¿½o;Shawn Mendes (Deluxe);Shawn Mendes;5/25/2018;USUM71911283;165;2,738,293,818;251,033;108,433,327;74;2,372,399,124;26,919,886;5,815,851;140,938,643;1,859,977,153;2,305,437,038;380;89;;;;;;
DESPECHï¿;DESPECHï¿;ROSALï¿½;7/28/2022;USSM12207207;166;1,003,487,432;126,402;88,024,543;73;621,874,255;2,859,234;2,409,247;476,447,290;6,208,638,113;672,233,681;152;97;;;;;;
ROCKSTAR (feat. Roddy Ricch);BLAME IT ON BABY;DaBaby;4/17/2020;USUM72007941;167;1,638,836,101;272,933;50,425,049;70;1,170,441,361;13,667,470;5,241,838;364,560,431;3,869,815,694;201,859,518;216;47;;;;;;
Eyes Closed;Eyes Closed (Piano Version);Ed Sheeran;3/23/2023;GBAHS2201304;168;372,423,476;44,73;21,933,393;71;131,308,671;1,074,684;1,102,985;38,959,591;830,123,390;961,201,576;132;68;;;;;;
I Remember Everything (feat. Kacey Musgraves);I Remember Everything (feat. Kacey Musgraves);Zach Bryan;8/24/2023;USWB12304903;169;630,373,315;70,4;105,320,547;84;50,938,569;246,731;215,433;70,110,809;586,454,750;207,483,261;95;112;5,597,165;;;;;
Circles;Circles;Post Malone;8/30/2019;USUM71915699;170;2,481,391,466;332,437;124,491,320;80;1,116,323,669;8,490,012;83,111;26,892,604;273,522,601;841,624,305;355;69;;;;;;
EL AMOR DE SU VIDA;EL AMOR DE SU VIDA;Grupo Frontera;8/3/23;DGA062382895;171;474,590,289;24,891;25,915,889;78;577,930,708;1,569,516;136,5;32,754,141;509,287,649;1,484,713,132;27;27;774,895;;;;;
About Damn Time;About Damn Time;Lizzo;4/14/2022;USAT22202139;172;847,025,688;104,052;47,808,065;66;106,024,874;1,080,393;3,030,761;1,522,267,606;15,665,483,220;22,274,346;215;4;;;;;;
Closer;Closer;The Chainsmokers;7/29/2016;USQX91601347;173;2,880,536,961;285,381;129,399,627;80;4,086,121,880;22,091,228;1,103,074;100,536,756;514,053,404;467,800,052;385;78;;;;;;
FLOWER;ME;JISOO;3/31/2023;KRA402300002;174;440,364,356;26,107;15,314,737;70;525,156,884;10,820,829;3,411,209;550,993,898;6,724,997,940;68,869,541;33;35;;;;;;
PERRO NEGRO;nadie sabe lo que va a pasar maï¿½ï¿;Bad Bunny;10/13/2023;QMFME2364199;175;689,181,455;61,138;90,492,257;83;183,381,482;738,123;213,3;49,332,435;487,440,417;546,833,520;67;44;2,473,108;;;;;
Rich Baby Daddy (feat. Sexyy Red & SZA);For All The Dogs;Drake;10/6/23;USUG12306085;176;372,248,119;68,037;44,498,005;;86,580,734;1,106,306;77,6;20,713,030;128,182,068;384,403,788;53;39;9,898,507;;;;;
Havana (feat. Young Thug);Havana;Camila Cabello;8/3/17;USSM11706905;177;2,072,182,782;194,332;86,159,672;75;3,952,909,529;32,333,846;1,314,091;53,911,465;546,650,805;2,137,655,536;342;95;;;;;;
LUNA;FERXXOCALIPSIS;Feid;12/1/23;USUM72318216;178;606,124,553;40,628;139,802,900;86;166,363,445;1,019,744;14,519;5,128,004;29,601,244;476,273,095;80;31;;;;;;
I Like You (A Happier Song) (with Doja Cat);Twelve Carat Toothache;Post Malone;6/3/22;USUM72208023;179;827,950,825;118,965;64,661,540;73;299,001,099;2,751,490;172,228;118,133,115;1,359,837,461;3,624,466,116;83;70;6,459,716;;;;;
Bones;Bones;Imagine Dragons;3/11/22;USUM72201759;180;1,227,475,431;180,053;70,861,210;78;584,854,654;6,691,488;341,199;191,133,207;2,255,843,288;3,064,084,870;94;67;;;;;;
Segï¿½ï¿½n Qu;Segï¿½ï¿½n Qu;Maluma;8/17/2023;USSD12300400;182;571,366,508;32,236;42,828,677;79;475,200,526;1,369,288;;;;1,602,673,476;50;29;46,646;;;;;
Selfish;Selfish;Justin Timberlake;1/25/2024;USRC12400001;181;92,932,220;8,847;31,258,778;;42,581,931;513,055;;;;1,607,922,581;73;43;64,503;;;;;
golden hour;golden hour;JVKE;7/15/2022;GBKPL2204171;183;1,126,986,320;200,887;45,885,823;73;293,553,015;5,388,022;461,623;313,934,124;2,305,840,359;2,451,087,344;77;35;14,112,455;;;;;
Levitating (feat. DaBaby);Future Nostalgia;Dua Lipa;3/27/2020;GBAHT2000942;184;2,074,721,986;255,296;109,442,317;77;1,665,434,424;15,432,964;858,364;324,510,578;2,649,555,956;4,124,133,645;388;46;;;;;;
Get It Sexyy;Get It Sexyy;Sexyy Red;3/15/2024;QZSYP2454435;185;89,362,910;7,377;70,714,216;84;37,676,729;525,264;361,7;71,058,620;476,545,000;126,493,852;52;58;2,263,132;;;;;
"This Wish - From ""Wish""";"This Wish (From ""Wish"")";Ariana DeBose;10/18/2023;USWD12328242;186;26,674,909;2,673;8,562,091;19;7,863,539;84,565;4,304,279;50,776,319;709,276,580;300,01;36;20;;;;;;
IDGAF (feat. Yeat);For All The Dogs;Drake;10/6/23;USUG12306072;187;406,875,019;85,93;45,178,662;;39,850,191;427,973;1,225;2,163,852;22,689,637;11,148,894;29;29;16,555,878;;;;;
Ojitos Lindos;Un Verano Sin Ti;Bad Bunny;5/6/22;QM6MZ2214888;188;1,421,763,497;152,592;62,313,059;78;945,857,087;5,587,691;179,4;14,518,451;225,142,753;171,156,518;91;49;;;;;;
Life Is Good (feat. Drake);Life Is Good (feat. Drake);Future;1/10/20;USSM11914962;189;1,237,874,594;276,882;51,153,940;67;2,430,804,498;12,334,565;584,648;77,631,196;964,755,757;430,690,809;187;32;;;;;;
Escapism.;Escapism. / The Thrill Is Gone.;RAYE;10/12/22;QMDA62217995;190;804,925,777;128,247;62,532,855;75;175,393,116;1,729,347;935,169;362,063,344;3,209,982,240;841,611,064;138;66;9,065,143;;;;;
Stargazing;Stargazing;Myles Smith;5/10/24;GBARL2400510;191;106,599,323;9,406;164,949,597;87;10,331,471;167,936;;279;4,700,000;38,232,470;120;109;990,796;;;;;
Jimmy Cooks (feat. 21 Savage);Honestly, Nevermind;Drake;6/17/2022;USUG12204897;192;971,473,231;239,671;77,479,207;78;198,796,965;2,003,253;803,5;85,725,313;926,300,276;327,806,846;110;57;24,117,364;;;;;
What You Know Bout Love;Shoot For The Stars Aim For The Moon;Pop Smoke;7/3/20;USUM72013339;193;1,125,681,368;251,023;32,574,699;72;306,628,096;3,322,075;5,487,112;345,484,397;2,775,640,343;258,709,304;119;22;70,901,053;;;;;
Memories;Memories;Maroon 5;9/20/2019;USUM71913350;194;2,011,072,164;222,804;49,920,599;77;1,290,292,327;11,720,744;2,377,898;155,233,360;1,458,416,059;2,403,585,054;268;50;;;;;;
Classy 101;Classy 101;Feid;3/31/2023;USUM72304895;195;872,148,396;90,726;70,485,920;78;477,047,694;1,887,642;459,54;102,272,836;1,113,541,743;1,850,185,458;94;55;;;;;;
Whatever;Whatever;Kygo;1/19/2024;USRC12302637;196;222,354,971;17,551;159,961,203;83;45,439,562;522,558;;;;1,880,782,257;111;109;;;;;;
Whatever She Wants;Whatever She Wants;Bryson Tiller;2/13/2024;USRC12400299;197;207,093,873;23,181;114,051,028;87;19,787,472;254,004;67,4;22,398,663;298,300,000;320,540,886;61;65;13,917,600;;;;;
Vois sur ton chemin - Techno Mix;Vois sur ton chemin (Techno Mix);BENNETT;8/4/23;DEA622301801;198;361,517,395;119,783;95,312,340;80;37,192,341;491,577;13,334;1,804,060;35,999,853;3,117,914;56;23;5,166,756;;;;;
yes; and?;yes, and?;Ariana Grande;1/12/24;USUM72400048;107.5;416,813,996;22,468;101,875,097;;115,105,080;2,893,111;77,9;5,912,130;10,072,539;2,382,932,899;6,747,701;3,255;1;;;;
Without Me;Without Me;Halsey;10/4/18;USUM71813499;200;2,042,792,456;198,888;69,311,277;75;2,018,089,906;20,528,541;3,897,257;208,270,183;2,216,715,741;2,352,917,415;180;89;24,711,739;;;;;
meet the grahams;meet the grahams;Kendrick Lamar;5/3/24;USUG12400909;201;65,520,394;8,933;15,896,982;;36,834,647;1,700,363;;1,542,400;7,700,000;127,419,599;13;22;1,683,570;;;;;
First Person Shooter (feat. J. Cole);For All The Dogs;Drake;10/6/23;USUG12306071;202;328,526,298;72,252;68,612,350;;61,769,035;1,228,629;859;267,545;2,571,188;1,488,182,707;54;49;6,962,286;;;;;
Shallow;Shallow;Lady Gaga;9/27/2018;USUM71813192;204;2,447,973,078;221,822;90,174,192;78;2,732,311,956;15,274,815;52,698;11,103,476;168,789,459;2,310,840,501;261;95;1,196,386;;;;;
Thunder;Thunder;Imagine Dragons;4/27/2017;USUM71704167;203;2,384,768,901;244,951;88,329,475;79;2,707,166,590;16,780,231;1,839,173;79,131,934;906,537,912;222,980,374;225;43;;;;;;
Rush;Rush;Ayra Starr;9/16/2022;NGA3B2216004;205;371,886,608;98,009;19,411,516;67;361,174,452;1,904,397;3,035,139;98,505,939;1,454,848,289;269,311,214;162;67;9,245,741;;;;;
abcdefu;abcdefu;GAYLE;8/13/2021;USAT22103652;206;1,128,273,165;193,857;61,311,826;70;499,895,662;6,801,671;2,167,302;1,127,247,971;12,414,681,151;3,366,280,433;209;45;;;;;;
Buga;Buga;Kizz Daniel;5/3/22;USUYG1425645;208;86,516,910;30,835;3,440,925;57;266,679,537;1,536,035;10,289,181;119,876,546;1,872,751,535;29,657,775;51;19;;;;;;
Bad Habit;Bad Habit;Steve Lacy;6/29/2022;USRC12201440;207;1,087,938,471;220,515;63,054,597;73;147,472,695;2,050,299;902,163;360,938,850;2,783,442,788;2,111,662,944;132;58;26,683,563;;;;;
MONEY;LALISA;LISA;9/10/21;KRA402100099;210;1,189,335,848;103,236;33,637,835;73;1,323,718,887;20,328,622;3,707,867;1,292,738,947;12,516,703,531;1,203,702,704;54;25;;;;;;
Columbia;Columbia;Quevedo;7/7/23;BK4DA2310533;209;721,002,940;84,161;56,226,278;79;266,411,536;1,343,262;372,1;71,411,756;752,868,970;535,715,103;47;64;120,842;;;;;
LADY GAGA;LADY GAGA;Peso Pluma;6/22/2023;QM7282306246;212;684,204,777;48,37;25,130,304;78;362,779,953;1,617,493;777,1;112,400,175;1,207,597,707;297,822,969;51;32;5,928,532;;;;;
Woman;Planet Her;Doja Cat;6/25/2021;USRC12101532;211;1,606,950,381;217,443;95,985,096;78;641,326,002;7,454,749;2,148,350;795,146,493;5,944,657,895;3,148,985,028;217;42;;;;;;
CUFF IT;RENAISSANCE;Beyoncï¿;7/29/2022;USSM12206232;213;795,960,535;100,204;68,659,216;73;176,996,169;1,606,296;2,762,888;945,005,125;11,215,597,325;251,341,543;182;142;;;;;;
KING KONG;KING KONG;TREASURE;5/28/2024;KRA402400030;214;8,078,265;207;12,311,489;68;44,927,750;931,23;;;;;10;25;;;;;;
How You Like That;How You Like That;BLACKPINK;6/25/2020;KRA402000111;215;1,033,109,188;82,17;21,177,170;68;1,584,676,582;29,210,301;10,007,464;628,046,798;7,988,463,856;328,047,537;96;46;;;;;;
Milf Song;Milf Song;The Puddleducks;8/19/2022;QZMEP2285895;216;1,165,982;1,176;23,11;28;1,704,936,540;3,631,067;1,865;1,476,436;7,758,599;1,318,392;;;;;;;;
Nasty;Nasty;Tinashe;4/12/24;USLD91757578;217;31,612,906;3,887;106,475,497;76;6,277,949;171,47;535,464;171,691,158;1,051,026,401;480;38;69;3,832,811;;;;;
Superhero (Heroes & Villains);HEROES & VILLAINS;Metro Boomin;12/2/22;USUG12208783;218;706,356,280;166,277;62,975,073;77;172,653,099;1,750,863;32,432;14,181,961;108,461,504;205,280,243;56;41;22,121,803;;;;;
Panda;Panda;Desiigner;2/26/2016;USUM71601094;219;1,181,348,550;170,002;34,000,497;62;2,277,330,940;22,334,292;3,823,774;33,020,704;283,835,852;190,757,316;245;14;212,661,473;;;;;
Push Ups;Push Ups;Drake;4/19/2024;USUG12402283;220;107,762,230;14,601;74,447,627;;14,792,036;301,396;;;;26,026,257;42;54;3,092,295;;;;;
Tattoo;Tattoo;Loreen;2/25/2023;SEUM72201638;221;518,846,340;83,033;48,268,736;77;348,331,280;3,205,077;236,349;68,936,229;718,955,243;800,667,085;113;54;;;;;;
Kiss Me More (feat. SZA);Kiss Me More (feat. SZA);Doja Cat;4/9/21;USRC12100543;222;1,823,871,908;262,313;116,916,147;76;307,855,103;2,540,592;2,074,944;1,053,759,171;8,035,914,098;2,053,577;470;98;;;;;;
What It Is (Block Boy) (with Kodak Black);What It Is (Versions);Doechii;3/17/2023;USUG12301757;223;102,772,879;29,487;4,775,168;61;65,934,972;760,669;3,308,739;92,626,234;847,338,969;2,863,864;29;32;;;;;;
Gata Only;Gata Only - Single;FloyyMenor;12/21/2023;QZNN22329474;224;4,674,619;1,841;61,398;;108,313,521;990,782;2,200,000;35,324,159;391,444,977;1,286,981;;;;;;;;
Illusion;Illusion;Dua Lipa;4/11/24;GBAHT2400114;225;108,501,771;7,43;117,576,704;12;3,947,610;60,459;3,584;4,057;38,2;165,475,383;113;75;;;;;;
drivers license;drivers license;Olivia Rodrigo;1/8/21;USUG12004749;226;2,184,754,018;250,778;70,173,770;79;984,811,734;18,682,671;1,365,848;617,386,471;3,781,894,216;642,666,612;347;72;;;;;;
Used To Be Young;Endless Summer Vacation;Miley Cyrus;8/18/2023;USSM12306461;227;205,468,104;30,639;39,407,660;69;61,624,959;1,364,492;67,35;33,519,594;503,074,793;1,819,751,244;97;62;111,534;;;;;
Cupid - Twin Ver.;The Beginning: Cupid - Single;FIFTY FIFTY;2/24/2023;KSA012239181;229;861,388,470;103,04;37,365,896;48;15,219,067;176,594;2,107,181;407,118,298;4,388,576,830;;110;77;;;;;;
How Sweet;How Sweet;NewJeans;5/24/2024;USA2P2414843;228;33,595,707;1,94;36,883,184;79;40,327,759;965,652;;;;164,750,613;58;62;114,956;;;;;
Players;Players;Coi Leray;11/30/2022;USUM72222387;230;465,588,517;91,658;60,607,887;67;109,781,672;1,706,148;1,456,347;477,814,190;4,784,803,362;383,354,491;110;63;;;;;;
rockstar (feat. 21 Savage);rockstar;Post Malone;9/15/2017;USUM71710087;231;2,960,046,642;352,745;82,442,565;77;2,391,850,868;23,334,015;196,242;40,652,322;456,931,528;370,252,952;235;47;;;;;;
Lil Somethin Somethin;Lil Somethin Somethin;Vayah;3/11/23;QZDA72340256;232;11,648;6;2,392;;1,175,875,850;1,505,556;;;;1,318,392;;;;;;;;
Con Calma;Con Calma;Daddy Yankee;1/24/2019;US2BU1900125;236;1,353,028,938;160,122;52,701,166;73;3,207,187,334;16,913,257;1,190,870;26,028,684;319,615,777;709,817,334;184;46;;;;;;
Here With Me;Here With Me;d4vd;7/20/2022;QZMEM2209263;234;1,042,311,849;154,178;58,833,842;80;256,736,243;2,649,848;2,321,933;467,461,517;3,656,967,030;313,752,369;79;41;15,609,794;;;;;
Favorite Song;Favorite Song;Toosii;2/17/2023;USUM72301797;235;186,579,651;45,668;6,252,506;62;231,699,320;1,670,867;249,537;11,127,302;117,325,107;533,205,544;43;9;25,797,478;;;;;
Si No Quieres No;Si No Quieres No - Single;Luis R Conriquez;3/9/24;US3DF2417042;233;158,131,138;5,423;71,590,238;85;135,893,150;889,014;142,3;14,5;147,2;134,369,232;34;15;;;;;;
Mele Kalikimaka;Essential Classics, Vol. 166: Bing Crosby;Bing Crosby;6/5/24;ES31E2401197;237;186,123,398;52;50,069;;;;;;;;;;;;;;;
MONTERO (Call Me By Your Name);MONTERO (Call Me By Your Name);Lil Nas X;3/26/2021;USSM12100531;238;1,902,241,314;316,054;50,751,390;70;274,582,854;3,603,644;2,297,386;864,049,980;7,655,286,423;3,417,613;310;80;;;;;;
Voz Emplumada del Monte;Voz Emplumada - EP;Biomigrant;3/3/23;QZ5FN2369288;239;42,761;80;1,636;16;1,138,846,819;2,113,492;;;;;;;;;;;;
Is It Over Now? (Taylor's Version) (From The Vault);1989 (Taylor's Version);Taylor Swift;10/26/2023;USUG12306691;240;406,821,432;20,404;26,073,555;;23,505,530;266,969;80,218;12,641,848;113,073,762;1,569,274,837;38;38;;;;;;
Si No Estï¿½;Si No Estï¿½ï¿½s - Si;iï¿½ï¿½igo quin;9/22/2022;TCAGM2208561;241;665,716,137;97,057;33,252,792;80;358,206,246;2,896,698;2,900,087;216,927,444;2,653,383,273;862,779,648;33;60;1,432,443;;;;;
Glimpse of Us;Glimpse of Us;Joji;6/10/22;USWB12201789;242;1,262,308,912;234,936;83,890,841;74;66,246,839;2,067,331;865,354;1,031,153,514;8,988,453,878;4,898,615,770;97;45;12,895,440;;;;;
Watermelon Sugar;Watermelon Sugar;Harry Styles;11/17/2019;USSM11912587;243;2,708,151,499;298,135;159,003,869;82;872,052,223;11,269,126;1,375,118;301,076,974;2,738,127,473;2,170,262,684;554;101;;;;;;
Corazï¿½ï¿½n de Pi;Corazï¿½ï¿½n de Piedra - Si;Xavi;3/23/2024;USA2P2414894;244;172,164,034;5,517;48,983,734;82;117,450,205;1,103,003;;;;135,952,492;11;16;1,136,588;;;;;
Praise Jah In The Moonlight;Praise Jah In the Moonlight - Single;YG Marley;12/27/2023;CH7811111177;245;298,853,393;50,137;43,508,958;70;112,961,806;2,336,117;;64,504,808;928,812,348;366,430,788;63;43;;;;;;
WHERE SHE GOES;WHERE SHE GOES;Bad Bunny;5/18/2023;QM6P42334528;246;717,849,037;98,44;37,797,217;72;217,687,654;1,929,598;308,67;85,402,638;808,518,802;47,337,825;126;41;4,037,512;;;;;
Yandel 150;Yandel 150;Yandel;12/20/2022;QMFMF2215173;247;837,576,264;102,545;38,825,844;70;472,335,529;1,511,715;632,917;43,022,167;631,781,362;443,395,467;60;63;;;;;;
THATS WHAT I WANT;MONTERO;Lil Nas X;9/17/2021;USSM12105732;248;1,062,095,453;165,197;75,503,476;72;194,928,107;3,281,325;1,174,669;331,324,816;3,501,946,982;3,618,055,498;156;46;12,581,843;;;;;
